CommitHash,Author,Date,Message,File,Insertions,Deletions
e3b4268,MadhavArora1213,2026-01-08,"correct","frontend/src/App.jsx",122,18
e3b4268,MadhavArora1213,2026-01-08,"correct","frontend/src/fix_comments.ps1",23,0
1508ede,MadhavArora1213,2025-12-24,"feat: introduce real estate professional listing and detail pages with contact and order forms, and common UI components.","frontend/src/components/common/RealEstateSimplified.jsx",4,4
1508ede,MadhavArora1213,2025-12-24,"feat: introduce real estate professional listing and detail pages with contact and order forms, and common UI components.","frontend/src/components/common/TopHeader.jsx",2,2
1508ede,MadhavArora1213,2025-12-24,"feat: introduce real estate professional listing and detail pages with contact and order forms, and common UI components.","frontend/src/pages/RealEstateProfessionalDetail.jsx",10,10
1508ede,MadhavArora1213,2025-12-24,"feat: introduce real estate professional listing and detail pages with contact and order forms, and common UI components.","frontend/src/pages/RealEstateProfessionalsList.jsx",14,16
abbcaa4,MadhavArora1213,2025-12-24,"feat: add Icon and FeatureSlider common components.","frontend/src/components/common/FeatureSlider.jsx",4,4
abbcaa4,MadhavArora1213,2025-12-24,"feat: add Icon and FeatureSlider common components.","frontend/src/components/common/Icon.jsx",20,0
1538577,MadhavArora1213,2025-12-24,"feat: add `FeatureSlider` component to showcase various business features with internationalization and auto-play functionality.","frontend/src/components/common/FeatureSlider.jsx",4,4
c4f7380,MadhavArora1213,2025-12-24,"feat: add `FeatureSlider` component for dynamic, auto-sliding display of services including new marketplace and influencer network features.","frontend/src/components/common/FeatureSlider.jsx",55,4
fbdf39e,MadhavArora1213,2025-12-24,"feat: initialize core frontend application structure with routing, context, and page components.","frontend/src/App.jsx",34,3
3844d40,MadhavArora1213,2025-12-24,"feat: Initialize frontend application with core routing, authentication, and all major page and admin components.","frontend/src/App.jsx",6,2
ee246ca,MadhavArora1213,2025-12-24,"feat: Initialize the main React application structure, routing, and authentication with context providers and protected routes.","frontend/src/App.jsx",200,27
db2e993,MadhavArora1213,2025-12-24,"feat: add UserHeader, AuthModal, and TopHeader components for site navigation and authentication.","frontend/src/components/auth/AuthModal.jsx",15,15
db2e993,MadhavArora1213,2025-12-24,"feat: add UserHeader, AuthModal, and TopHeader components for site navigation and authentication.","frontend/src/components/common/TopHeader.jsx",14,8
db2e993,MadhavArora1213,2025-12-24,"feat: add UserHeader, AuthModal, and TopHeader components for site navigation and authentication.","frontend/src/components/common/UserHeader.jsx",11,8
758be17,MadhavArora1213,2025-12-08,"coorect","frontend/src/components/common/AwardsSimplified.jsx",1,1
758be17,MadhavArora1213,2025-12-08,"coorect","frontend/src/components/common/PowerListSimplified.jsx",1,1
758be17,MadhavArora1213,2025-12-08,"coorect","frontend/src/components/common/ThemeSimplified.jsx",1,1
8e7e7e5,MadhavArora1213,2025-12-08,"correct","frontend/src/components/common/AwardsSimplified.jsx",2,4
8e7e7e5,MadhavArora1213,2025-12-08,"correct","frontend/src/components/common/FeatureSlider.jsx",8,8
8e7e7e5,MadhavArora1213,2025-12-08,"correct","frontend/src/components/common/PowerListSimplified.jsx",2,4
8e7e7e5,MadhavArora1213,2025-12-08,"correct","frontend/src/components/common/RealEstateSimplified.jsx",1,1
8e7e7e5,MadhavArora1213,2025-12-08,"correct","frontend/src/components/common/ThemeSimplified.jsx",2,4
8e7e7e5,MadhavArora1213,2025-12-08,"correct","frontend/src/pages/AwardsPage.jsx",1,1
8e7e7e5,MadhavArora1213,2025-12-08,"correct","frontend/src/pages/PowerlistPage.jsx",1,1
8e7e7e5,MadhavArora1213,2025-12-08,"correct","frontend/src/pages/ThemesPage.jsx",2,1
f97e867,MadhavArora1213,2025-12-08,"correct","frontend/src/components/common/RadioSimplified.jsx",4,4
f97e867,MadhavArora1213,2025-12-08,"correct","frontend/src/components/common/RealEstateSimplified.jsx",5,6
f97e867,MadhavArora1213,2025-12-08,"correct","frontend/src/pages/PodcastersList.jsx",24,23
f97e867,MadhavArora1213,2025-12-08,"correct","frontend/src/pages/Radio.jsx",1,1
f97e867,MadhavArora1213,2025-12-08,"correct","frontend/src/pages/RealEstateList.jsx",14,12
5cb0645,MadhavArora1213,2025-12-08,"correct","frontend/src/components/common/EventsSimplified.jsx",5,6
5cb0645,MadhavArora1213,2025-12-08,"correct","frontend/src/components/common/PaparazziSimplified.jsx",4,6
5cb0645,MadhavArora1213,2025-12-08,"correct","frontend/src/pages/EventsPage.jsx",1,1
f911edc,MadhavArora1213,2025-12-08,"correct","frontend/src/pages/PublicationsPage.jsx",1,1
a765d53,MadhavArora1213,2025-12-08,"correct","backend/populate_press_releases.js",1318,0
a765d53,MadhavArora1213,2025-12-08,"correct","frontend/src/pages/AwardsPage.jsx",3,0
a765d53,MadhavArora1213,2025-12-08,"correct","frontend/src/pages/EventsPage.jsx",3,0
a765d53,MadhavArora1213,2025-12-08,"correct","frontend/src/pages/Paparazzi.jsx",4,1
a765d53,MadhavArora1213,2025-12-08,"correct","frontend/src/pages/PowerlistPage.jsx",3,0
a765d53,MadhavArora1213,2025-12-08,"correct","frontend/src/pages/PressPacksPage.jsx",5,5
a765d53,MadhavArora1213,2025-12-08,"correct","frontend/src/pages/Radio.jsx",3,0
a765d53,MadhavArora1213,2025-12-08,"correct","frontend/src/pages/RealEstateProfessionalsList.jsx",3,0
a765d53,MadhavArora1213,2025-12-08,"correct","frontend/src/pages/ThemesPage.jsx",3,0
c1c75d3,MadhavArora1213,2025-12-07,"correcr","frontend/src/pages/PublicationsPage.jsx",1,1
9a4fdaa,MadhavArora1213,2025-12-07,"correct","frontend/src/pages/PressPackDetailPage.jsx",0,224
9a4fdaa,MadhavArora1213,2025-12-07,"correct","frontend/src/pages/PressPacksPage.jsx",37,27
d364c5b,MadhavArora1213,2025-12-07,"correct","backend/src/controllers/realEstateProfessionalController.js",1,1
e657057,MadhavArora1213,2025-12-07,"correct","backend/src/controllers/realEstateProfessionalController.js",3,2
0673ecf,MadhavArora1213,2025-12-07,"correct","frontend/src/pages/PublicationsPage.jsx",1,1
0306375,MadhavArora1213,2025-12-07,"correct","frontend/src/pages/RealEstateProfessionalsList.jsx",1,1
2376df8,MadhavArora1213,2025-12-07,"correct","frontend/src/components/common/UserFooter.jsx",6,6
f3b022a,MadhavArora1213,2025-12-07,"correct","frontend/src/components/common/UserFooter.jsx",1,65
035290f,MadhavArora1213,2025-12-07,"correct","backend/src/controllers/realEstateProfessionalController.js",2,7
035290f,MadhavArora1213,2025-12-07,"correct","frontend/src/components/common/AboutSimplified.jsx",1,1
035290f,MadhavArora1213,2025-12-07,"correct","frontend/src/components/common/UserFooter.jsx",562,17
035290f,MadhavArora1213,2025-12-07,"correct","frontend/src/pages/PublicationsPage.jsx",3,0
035290f,MadhavArora1213,2025-12-07,"correct","frontend/src/pages/RealEstateProfessionalsList.jsx",2,26
394440d,MadhavArora1213,2025-12-07,"correcet","backend/src/controllers/realEstateProfessionalController.js",5,5
394440d,MadhavArora1213,2025-12-07,"correcet","frontend/src/components/common/UserFooter.jsx",2,2
f830df6,MadhavArora1213,2025-12-07,"correct userheader","frontend/src/components/common/UserHeader.jsx",276,0
6c11e00,MadhavArora1213,2025-12-07,"correct","backend/src/controllers/realEstateProfessionalController.js",24,6
6c11e00,MadhavArora1213,2025-12-07,"correct","frontend/src/pages/RealEstateProfessionalsList.jsx",7,24
b4f98cb,MadhavArora1213,2025-12-07,"correct","backend/src/controllers/realEstateProfessionalController.js",7,0
b4f98cb,MadhavArora1213,2025-12-07,"correct","frontend/src/pages/RealEstateProfessionalsList.jsx",29,5
e47ab23,MadhavArora1213,2025-12-07,"gfd","backend/verify_all_real_estate_professionals.js",38,0
07a0821,MadhavArora1213,2025-12-07,"correct","frontend/src/pages/RealEstateProfessionalsList.jsx",37,3
b3ec124,MadhavArora1213,2025-12-07,"correct","frontend/src/components/common/AboutSimplified.jsx",11,1
b3ec124,MadhavArora1213,2025-12-07,"correct","frontend/src/components/common/AwardsSimplified.jsx",11,1
b3ec124,MadhavArora1213,2025-12-07,"correct","frontend/src/components/common/EventsSimplified.jsx",11,1
b3ec124,MadhavArora1213,2025-12-07,"correct","frontend/src/components/common/PaparazziSimplified.jsx",11,1
b3ec124,MadhavArora1213,2025-12-07,"correct","frontend/src/components/common/PowerListSimplified.jsx",11,1
b3ec124,MadhavArora1213,2025-12-07,"correct","frontend/src/components/common/PublicationsSimplified.jsx",11,1
b3ec124,MadhavArora1213,2025-12-07,"correct","frontend/src/components/common/RadioSimplified.jsx",11,1
b3ec124,MadhavArora1213,2025-12-07,"correct","frontend/src/components/common/RealEstateSimplified.jsx",11,1
b3ec124,MadhavArora1213,2025-12-07,"correct","frontend/src/components/common/ThemeSimplified.jsx",11,1
5309ccc,MadhavArora1213,2025-12-07,"fdgh","frontend/src/components/common/FeatureSlider.jsx",3,3
c07b35a,MadhavArora1213,2025-12-07,"correct","frontend/src/components/common/AboutSimplified.jsx",12,12
c07b35a,MadhavArora1213,2025-12-07,"correct","frontend/src/components/common/AwardsSimplified.jsx",12,12
c07b35a,MadhavArora1213,2025-12-07,"correct","frontend/src/components/common/EventsSimplified.jsx",12,12
c07b35a,MadhavArora1213,2025-12-07,"correct","frontend/src/components/common/PaparazziSimplified.jsx",12,12
c07b35a,MadhavArora1213,2025-12-07,"correct","frontend/src/components/common/PowerListSimplified.jsx",12,12
c07b35a,MadhavArora1213,2025-12-07,"correct","frontend/src/components/common/PublicationsSimplified.jsx",12,12
c07b35a,MadhavArora1213,2025-12-07,"correct","frontend/src/components/common/RadioSimplified.jsx",12,12
c07b35a,MadhavArora1213,2025-12-07,"correct","frontend/src/components/common/RealEstateSimplified.jsx",12,12
c07b35a,MadhavArora1213,2025-12-07,"correct","frontend/src/components/common/ThemeSimplified.jsx",12,12
8125ee5,MadhavArora1213,2025-12-07,"correct","frontend/src/pages/AboutUs.jsx",2,2
2158edf,MadhavArora1213,2025-12-07,"correct","frontend/src/components/common/UserFooter.jsx",1,1
7bf7946,MadhavArora1213,2025-12-07,"correct","frontend/src/components/common/AboutSimplified.jsx",3,4
7bf7946,MadhavArora1213,2025-12-07,"correct","frontend/src/components/common/UserFooter.jsx",2,8
7bf7946,MadhavArora1213,2025-12-07,"correct","frontend/src/pages/AboutUs.jsx",17,15
3872005,MadhavArora1213,2025-12-07,"correct","frontend/src/components/common/UserFooter.jsx",2,3
3872005,MadhavArora1213,2025-12-07,"correct","frontend/src/components/common/UserHeader.jsx",4,6
8be992f,MadhavArora1213,2025-12-07,"correct","frontend/src/components/common/UserFooter.jsx",1,0
8be992f,MadhavArora1213,2025-12-07,"correct","frontend/src/components/common/UserHeader.jsx",2,0
bb6c349,MadhavArora1213,2025-12-07,"correct","frontend/src/components/common/UserFooter.jsx",2,2
bb6c349,MadhavArora1213,2025-12-07,"correct","frontend/src/components/common/UserHeader.jsx",4,4
66afd7f,MadhavArora1213,2025-12-07,"correct","frontend/src/components/common/FeatureSlider.jsx",23,19
8c148a0,MadhavArora1213,2025-12-07,"correct","frontend/src/components/common/FeatureSlider.jsx",3,3
ab48f81,MadhavArora1213,2025-12-07,"correct","frontend/src/components/common/FeatureSlider.jsx",41,19
d6eeffe,MadhavArora1213,2025-12-07,"correct","frontend/src/components/common/TopHeader.jsx",2,2
d6eeffe,MadhavArora1213,2025-12-07,"correct","frontend/src/components/common/UserHeader.jsx",4,4
b5c0c38,MadhavArora1213,2025-12-07,"correct","frontend/src/components/common/UserHeader.jsx",92,0
93dc751,MadhavArora1213,2025-12-07,"cvbn","frontend/src/components/common/UserFooter.jsx",6,6
96afc78,MadhavArora1213,2025-12-07,"update","frontend/src/components/common/UserFooter.jsx",17,7
96afc78,MadhavArora1213,2025-12-07,"update","frontend/src/components/common/UserHeader.jsx",46,0
fa53356,MadhavArora1213,2025-12-07,"rtfyj","frontend/src/components/common/UserHeader.jsx",22,2
137b92a,MadhavArora1213,2025-12-07," h","frontend/src/components/common/UserHeader.jsx",2,2
222bfee,MadhavArora1213,2025-12-07,"correct","frontend/src/components/common/UserHeader.jsx",3,3
5173e0c,MadhavArora1213,2025-12-07,"correct","frontend/src/components/common/UserHeader.jsx",9,8
3627fa8,MadhavArora1213,2025-12-07,"correct","frontend/src/pages/ContactUs.jsx",38,85
3785818,MadhavArora1213,2025-12-07,"correct","frontend/src/components/common/TopHeader.jsx",4,4
f85c667,MadhavArora1213,2025-12-07,"correct","frontend/src/components/common/TopHeader.jsx",27,9
f3d5d59,MadhavArora1213,2025-12-07,"xfcb","frontend/src/pages/PressPacksPage.jsx",26,27
658d52b,MadhavArora1213,2025-12-07,"correc","frontend/src/pages/PressPackDetailPage.jsx",35,24
658d52b,MadhavArora1213,2025-12-07,"correc","frontend/src/pages/PressPacksPage.jsx",27,32
658d52b,MadhavArora1213,2025-12-07,"correc","frontend/src/pages/admin/PressPackOrderManagement.jsx",1,6
617b749,MadhavArora1213,2025-12-07,"correct","frontend/src/pages/PressPacksPage.jsx",28,11
ee8a060,MadhavArora1213,2025-12-07,"update","backend/src/controllers/pressPackOrderController.js",1,1
0de8c7f,MadhavArora1213,2025-12-07,"fgdhj","backend/src/controllers/pressPackOrderController.js",12,4
b5c2980,MadhavArora1213,2025-12-07,"vbnmn","backend/database/migrations/079_update_press_pack_orders_status_constraint.sql",9,0
b5c2980,MadhavArora1213,2025-12-07,"vbnmn","backend/src/controllers/pressPackOrderController.js",0,1
b5c2980,MadhavArora1213,2025-12-07,"vbnmn","frontend/src/pages/admin/PressPackOrderManagement.jsx",8,1
9b7e265,MadhavArora1213,2025-12-07,"fgh","backend/src/controllers/pressPackOrderController.js",20,8
606b7df,MadhavArora1213,2025-12-07,"fgvbhjnm","backend/src/controllers/pressPackOrderController.js",19,7
64d18ba,MadhavArora1213,2025-12-07,"correct","backend/src/controllers/pressPackOrderController.js",2,2
64d18ba,MadhavArora1213,2025-12-07,"correct","backend/src/models/PressPackOrder.js",0,1
52f62fd,MadhavArora1213,2025-12-07,"correciu","backend/src/models/PressPackOrder.js",9,15
2e036b2,MadhavArora1213,2025-12-07,"updated","backend/src/controllers/pressPackOrderController.js",54,81
22e503f,MadhavArora1213,2025-12-07,"dfxgchj","backend/src/models/PressPackOrder.js",15,7
b118a1b,MadhavArora1213,2025-12-07,"correct","backend/src/models/PressPackOrder.js",2,7
186aea5,MadhavArora1213,2025-12-07,"fghjkl","backend/database/migrations/078_add_all_missing_fields_to_press_pack_orders.sql",17,0
186aea5,MadhavArora1213,2025-12-07,"fghjkl","backend/src/models/PressPackOrder.js",8,19
35c29bf,MadhavArora1213,2025-12-07,"correct","backend/src/controllers/pressPackOrderController.js",1,1
35c29bf,MadhavArora1213,2025-12-07,"correct","backend/src/models/PressPackOrder.js",26,9
eb0bd18,MadhavArora1213,2025-12-07,"correct","backend/database/migrations/077_add_missing_fields_to_press_pack_orders.sql",9,0
eb0bd18,MadhavArora1213,2025-12-07,"correct","backend/src/controllers/pressPackOrderController.js",32,7
f5478b5,MadhavArora1213,2025-12-07,"correcrt","backend/src/routes/adminPressReleases.js",13,11
f5478b5,MadhavArora1213,2025-12-07,"correcrt","frontend/src/App.jsx",8,1
68f7da5,MadhavArora1213,2025-12-07,"correct","backend/src/routes/adminPressPackOrders.js",1,3
478b174,MadhavArora1213,2025-12-07,"correct","backend/server.js",4,0
478b174,MadhavArora1213,2025-12-07,"correct","backend/src/middleware/auth.js",1,0
478b174,MadhavArora1213,2025-12-07,"correct","backend/src/routes/adminPressPackOrders.js",26,0
78fb193,MadhavArora1213,2025-12-07,"corrcet","backend/src/controllers/pressPackOrderController.js",1,0
78fb193,MadhavArora1213,2025-12-07,"corrcet","backend/src/models/PressPackOrder.js",1,0
ee10678,MadhavArora1213,2025-12-07,"cprrect","backend/src/controllers/pressPackOrderController.js",1,0
ee10678,MadhavArora1213,2025-12-07,"cprrect","backend/src/models/PressPackOrder.js",3,1
a443092,MadhavArora1213,2025-12-07,"correct","backend/src/controllers/pressPackOrderController.js",1,8
a443092,MadhavArora1213,2025-12-07,"correct","backend/src/models/PressPackOrder.js",3,11
0bce074,MadhavArora1213,2025-12-07,"ok","backend/src/controllers/pressPackOrderController.js",1,6
0bce074,MadhavArora1213,2025-12-07,"ok","backend/src/models/PressPackOrder.js",5,32
cb1cea9,MadhavArora1213,2025-12-07,"correct","backend/src/controllers/pressPackOrderController.js",1,4
cb1cea9,MadhavArora1213,2025-12-07,"correct","backend/src/models/PressPackOrder.js",7,8
7b3cdd7,MadhavArora1213,2025-12-07,"correct","backend/src/controllers/pressPackOrderController.js",1,3
7b3cdd7,MadhavArora1213,2025-12-07,"correct","backend/src/models/PressPackOrder.js",4,4
542d1f2,MadhavArora1213,2025-12-07,"correct","backend/src/models/PressPackOrder.js",2,2
0254e74,MadhavArora1213,2025-12-07,"correct","backend/src/controllers/pressPackOrderController.js",1,4
0254e74,MadhavArora1213,2025-12-07,"correct","backend/src/models/PressPackOrder.js",42,16
39155bc,MadhavArora1213,2025-12-07,"correct","backend/src/controllers/pressPackOrderController.js",8,3
39155bc,MadhavArora1213,2025-12-07,"correct","frontend/src/pages/PressPackDetailPage.jsx",2,2
9a0fd9e,MadhavArora1213,2025-12-07,"correct","backend/database/migrations/078_add_country_codes_to_press_pack_orders.sql",7,0
9a0fd9e,MadhavArora1213,2025-12-07,"correct","backend/src/controllers/pressPackOrderController.js",32,8
9a0fd9e,MadhavArora1213,2025-12-07,"correct","backend/src/routes/pressPackOrders.js",19,1
36b54f5,MadhavArora1213,2025-12-07,"correct","frontend/src/pages/PressPackDetailPage.jsx",92,46
2246b02,MadhavArora1213,2025-12-07,"correct","backend/database/migrations/077_add_press_release_type_to_press_pack_orders.sql",6,0
2246b02,MadhavArora1213,2025-12-07,"correct","backend/src/controllers/pressPackOrderController.js",96,51
2246b02,MadhavArora1213,2025-12-07,"correct","frontend/src/pages/PressPackDetailPage.jsx",408,219
2246b02,MadhavArora1213,2025-12-07,"correct","frontend/src/pages/admin/PressPackOrderManagement.jsx",17,7
01ed536,MadhavArora1213,2025-12-07,"correct","backend/src/controllers/adminPressPackController.js",93,8
01ed536,MadhavArora1213,2025-12-07,"correct","frontend/src/pages/PressPackDetailPage.jsx",32,32
01ed536,MadhavArora1213,2025-12-07,"correct","frontend/src/pages/PressPacksPage.jsx",51,51
4888142,MadhavArora1213,2025-12-07,"csdfghj","frontend/src/pages/admin/PressPackCreation.jsx",5,1
bee4798,MadhavArora1213,2025-12-07,"correct","backend/src/controllers/adminPressReleaseController.js",3,0
cf62c24,MadhavArora1213,2025-12-07,"correct","backend/src/controllers/adminPressReleaseController.js",16,2
3efc71d,MadhavArora1213,2025-12-06,"correct","backend/src/controllers/adminPressReleaseController.js",9,2
99e71f9,MadhavArora1213,2025-12-06,"correct","backend/src/controllers/adminPressReleaseController.js",72,5
70aa710,MadhavArora1213,2025-12-06,"correct","backend/src/controllers/adminPressReleaseController.js",64,4
11c2496,MadhavArora1213,2025-12-06,"correct","frontend/src/pages/admin/PressPackCreation.jsx",29,30
35f56d7,MadhavArora1213,2025-12-06,"fg","backend/src/controllers/adminPressPackController.js",4,4
1d63325,MadhavArora1213,2025-12-06,"correct","frontend/src/pages/admin/PressPackCreation.jsx",9,9
bd9c484,MadhavArora1213,2025-12-06,"add logs","backend/src/controllers/adminPressReleaseController.js",1,0
bd9c484,MadhavArora1213,2025-12-06,"add logs","backend/src/routes/adminPressReleases.js",26,13
6fcecd3,MadhavArora1213,2025-12-06,"updated","backend/src/controllers/adminPressReleaseController.js",6,7
7fdf341,MadhavArora1213,2025-12-06,"updated","backend/src/controllers/adminPressReleaseController.js",32,5
7fdf341,MadhavArora1213,2025-12-06,"updated","backend/src/models/PressRelease.js",4,2
7fdf341,MadhavArora1213,2025-12-06,"updated","frontend/src/pages/admin/PressPackCreation.jsx",6,2
6f0a0d6,MadhavArora1213,2025-12-06," chugyfd","frontend/src/pages/admin/PressPackCreation.jsx",46,20
a107afc,MadhavArora1213,2025-12-06,"corec","backend/database/migrations/076_alter_press_releases_google_fields.sql",40,0
a107afc,MadhavArora1213,2025-12-06,"corec","backend/src/controllers/adminPressReleaseController.js",12,8
a107afc,MadhavArora1213,2025-12-06,"corec","backend/src/models/PressRelease.js",41,9
a107afc,MadhavArora1213,2025-12-06,"corec","frontend/src/pages/admin/PressPackCreation.jsx",8,0
b4164b1,MadhavArora1213,2025-12-06,"corect","frontend/src/App.jsx",12,1
b4164b1,MadhavArora1213,2025-12-06,"corect","frontend/src/components/admin/Sidebar.jsx",12,27
b4164b1,MadhavArora1213,2025-12-06,"corect","frontend/src/pages/admin/PressPackCreation.jsx",1228,0
b4164b1,MadhavArora1213,2025-12-06,"corect","frontend/src/pages/admin/PressPackOrderManagement.jsx",933,0
5860aec,MadhavArora1213,2025-12-06,"correct","backend/database/migrations/074_create_press_releases_table.sql",52,0
5860aec,MadhavArora1213,2025-12-06,"correct","backend/database/migrations/075_create_press_pack_orders_table.sql",36,0
5860aec,MadhavArora1213,2025-12-06,"correct","backend/populate_real_estate_professionals.js",0,0
5860aec,MadhavArora1213,2025-12-06,"correct","backend/server.js",8,0
5860aec,MadhavArora1213,2025-12-06,"correct","backend/src/controllers/adminPressPackController.js",370,0
5860aec,MadhavArora1213,2025-12-06,"correct","backend/src/controllers/adminPressReleaseController.js",460,0
5860aec,MadhavArora1213,2025-12-06,"correct","backend/src/controllers/pressPackOrderController.js",67,0
5860aec,MadhavArora1213,2025-12-06,"correct","backend/src/models/PressPackOrder.js",206,107
5860aec,MadhavArora1213,2025-12-06,"correct","backend/src/models/PressRelease.js",334,0
5860aec,MadhavArora1213,2025-12-06,"correct","backend/src/routes/adminPressPacks.js",32,0
5860aec,MadhavArora1213,2025-12-06,"correct","backend/src/routes/adminPressReleases.js",38,0
5860aec,MadhavArora1213,2025-12-06,"correct","frontend/src/components/admin/Sidebar.jsx",51,0
5860aec,MadhavArora1213,2025-12-06,"correct","frontend/src/pages/PressPackDetailPage.jsx",302,73
5860aec,MadhavArora1213,2025-12-06,"correct","frontend/src/pages/admin/PressPackManagement.jsx",965,0
5860aec,MadhavArora1213,2025-12-06,"correct","frontend/src/pages/admin/PressPackOrdersManagement.jsx",836,0
2c122cc,MadhavArora1213,2025-12-06,"corect","frontend/src/components/common/RealEstateSimplified.jsx",1,1
8cb7bd0,MadhavArora1213,2025-12-06,"correcf","frontend/src/pages/admin/RealEstateOrdersManagement.jsx",1,1
76bc8ed,MadhavArora1213,2025-12-06,"correct","frontend/src/pages/admin/RealEstateOrdersManagement.jsx",2,2
3542799,MadhavArora1213,2025-12-06,"correct","backend/src/controllers/realEstateOrderController.js",9,2
3542799,MadhavArora1213,2025-12-06,"correct","frontend/src/components/admin/Sidebar.jsx",21,19
6bc60e0,MadhavArora1213,2025-12-06,"fdgh","backend/src/controllers/realEstateOrderController.js",1,1
8ac67e3,MadhavArora1213,2025-12-06,"correct","frontend/src/pages/admin/RealEstateOrdersManagement.jsx",4,4
e6e4a82,MadhavArora1213,2025-12-06,"correct","backend/src/controllers/realEstateOrderController.js",4,4
fa8822e,MadhavArora1213,2025-12-06,"corect","frontend/src/App.jsx",11,0
47d4dea,MadhavArora1213,2025-12-06,"update","backend/src/models/RealEstateOrder.js",2,2
b6fac75,MadhavArora1213,2025-12-06,"uptate","frontend/src/pages/RealEstateProfessionalDetail.jsx",15,81
6b37a79,MadhavArora1213,2025-12-06,"correct","frontend/src/pages/RealEstateProfessionalDetail.jsx",18,5
f47fad2,MadhavArora1213,2025-12-06,"update","frontend/src/pages/RealEstateProfessionalDetail.jsx",1,0
e4019db,MadhavArora1213,2025-12-06,"correct","backend/src/controllers/realEstateOrderController.js",31,1
3cbaec9,MadhavArora1213,2025-12-06,"sdfgh","backend/server.js",3,123
3cbaec9,MadhavArora1213,2025-12-06,"sdfgh","backend/src/controllers/realEstateOrderController.js",6,8
3cbaec9,MadhavArora1213,2025-12-06,"sdfgh","frontend/src/pages/RealEstateProfessionalDetail.jsx",88,7
f0bb193,MadhavArora1213,2025-12-06,"t","backend/database/migrations/073_create_real_estate_orders_table.sql",2,14
f0bb193,MadhavArora1213,2025-12-06,"t","frontend/src/pages/RealEstateProfessionalDetail.jsx",5,2
292b769,MadhavArora1213,2025-12-06,"correct","frontend/src/pages/RealEstateProfessionalDetail.jsx",16,9
1189ed9,MadhavArora1213,2025-12-06,"correct","frontend/src/data/countryPhoneData.js",197,0
1189ed9,MadhavArora1213,2025-12-06,"correct","frontend/src/data/languagesData.js",90,0
1189ed9,MadhavArora1213,2025-12-06,"correct","frontend/src/pages/RealEstateProfessionalDetail.jsx",95,25
e0950b2,MadhavArora1213,2025-12-06,"correct","backend/database/migrations/073_create_real_estate_orders_table.sql",1,1
e0950b2,MadhavArora1213,2025-12-06,"correct","backend/server.js",1,1
e0950b2,MadhavArora1213,2025-12-06,"correct","backend/src/routes/realEstateOrders.js",7,8
6c2b774,MadhavArora1213,2025-12-06,"correct","frontend/src/pages/RealEstateProfessionalsList.jsx",1,1
69036af,MadhavArora1213,2025-12-06,"updated","backend/database/migrations/073_create_real_estate_orders_table.sql",64,0
69036af,MadhavArora1213,2025-12-06,"updated","backend/server.js",78,3
69036af,MadhavArora1213,2025-12-06,"updated","backend/src/controllers/realEstateOrderController.js",353,0
69036af,MadhavArora1213,2025-12-06,"updated","backend/src/models/RealEstateOrder.js",311,0
69036af,MadhavArora1213,2025-12-06,"updated","backend/src/routes/realEstateOrders.js",19,0
69036af,MadhavArora1213,2025-12-06,"updated","frontend/src/components/admin/Sidebar.jsx",12,0
69036af,MadhavArora1213,2025-12-06,"updated","frontend/src/pages/RealEstateProfessionalDetail.jsx",568,3
69036af,MadhavArora1213,2025-12-06,"updated","frontend/src/pages/RealEstateProfessionalsList.jsx",1,25
69036af,MadhavArora1213,2025-12-06,"updated","frontend/src/pages/admin/RealEstateOrdersManagement.jsx",825,0
184ac6a,MadhavArora1213,2025-12-06,"updated","backend/server.js",53,1
184ac6a,MadhavArora1213,2025-12-06,"updated","backend/src/models/RealEstateProfessional.js",5,48
436122a,MadhavArora1213,2025-12-06,"correct","backend/src/models/RealEstateProfessional.js",1,2
4330a85,MadhavArora1213,2025-12-06,"restate","backend/src/models/RealEstateProfessional.js",6,3
c055877,MadhavArora1213,2025-12-06,"correct","backend/src/models/RealEstateProfessional.js",45,3
7720f94,MadhavArora1213,2025-12-06,"correct","backend/src/models/RealEstateProfessional.js",9,1
dcb86d4,MadhavArora1213,2025-12-06,"correct","backend/src/models/RealEstateProfessional.js",12,12
dbec361,MadhavArora1213,2025-12-06,"corect","backend/database/migrations/071_create_real_estate_professionals_table.sql",9,0
dbec361,MadhavArora1213,2025-12-06,"corect","backend/database/migrations/072_add_status_and_admin_fields_to_real_estate_professionals.sql",28,0
dbec361,MadhavArora1213,2025-12-06,"corect","backend/src/models/RealEstateProfessional.js",15,2
a69578c,MadhavArora1213,2025-12-06,"more  correction","backend/src/controllers/adminRealEstateProfessionalController.js",2,84
a69578c,MadhavArora1213,2025-12-06,"more  correction","backend/src/routes/adminRealEstateProfessionals.js",56,6
47536c2,MadhavArora1213,2025-12-06,"correct","backend/src/controllers/adminRealEstateProfessionalController.js",133,4
47536c2,MadhavArora1213,2025-12-06,"correct","backend/src/controllers/realEstateProfessionalController.js",13,4
47536c2,MadhavArora1213,2025-12-06,"correct","backend/src/models/RealEstateProfessional.js",31,3
47536c2,MadhavArora1213,2025-12-06,"correct","backend/src/routes/adminRealEstateProfessionals.js",33,0
1a12b22,MadhavArora1213,2025-12-06,"update","backend/src/controllers/realEstateProfessionalController.js",108,2
1f0b8f7,MadhavArora1213,2025-12-06,"updated","backend/src/routes/realEstateProfessionals.js",5,4
3344e22,MadhavArora1213,2025-12-06,"correct","backend/src/routes/realEstateProfessionals.js",3,3
